Name,Top Shelf,Unlock 3,Unlock 6,Unlock 8,Middle Shelf
Cheership,Vanilla Lake 2R,,,,
Cheership,Wario Shipyard R,,,,
Cheership,Wario Shipyard T,,,,
Cheership,Yoshi Circuit R/T,,,,
Cheership,,,,,Baby Park R
Cheership,,,,,Bangkok Rush 2R/T
Cheership,,,,,Bowser's Castle
Cheership,,,,,Bowser's Castle 1R
Cheership,,,,,Bowser's Castle 1T
Cheership,,,,,Bowser's Castle 2T
Cheership,,,,,Bowser's Castle R/T
Cheership,,,,,Cheep-Cheep Island R
Cheership,,,,,Coconut Mall R/T
Cheership,,,,,DK Summit T
Cheership,,,,,DS Mario Circuit R/T
Cheership,,,,,Ghost Valley 2
Cheership,,,,,London Loop 3R
Cheership,,,,,London Loop R/T
Cheership,,,,,Los Angeles Laps 2R/T
Cheership,,,,,Los Angeles Laps 3R/T
Cheership,,,,,Mario Raceway T
Cheership,,,,,Merry Mountain R/T
Cheership,,,,,Merry Mountain T
Cheership,,,,,Moonview Highway R
Cheership,,,,,Mushroom Bridge T
Cheership,,,,,New York Minute
Cheership,,,,,Paris Promenade R/T
Cheership,,,,,Peach Circuit T
Cheership,,,,,RMX Donut Plains 1R/T
Cheership,,,,,RMX Ghost Valley 1R
Cheership,,,,,Singapore Speedway
Cheership,,,,,Singapore Speedway 3
Cheership,,,,,Sky Garden
Cheership,,,,,Vancouver Velocity 2R/T
Cheership,,,,,Vanilla Lake 2T
Cheership,,,,,Wario Shipyard R/T
Choco Macharon,,,,Donut Plains 2R,
Choco Macharon,,,Kalimari Desert,,
Choco Macharon,,,Kalimari Desert 2T,,
Choco Macharon,,Ghost Valley 1,,,
Choco Macharon,,Koopa Troopa Beach T,,,
Choco Macharon,Choco Island 1,,,,
Choco Macharon,Choco Island 1R,,,,
Choco Macharon,Choco Island 2,,,,
Choco Macharon,Choco Island 2R,,,,
Choco Macharon,Donut Plains 2,,,,
Choco Macharon,Frappe Snowland T,,,,
Choco Macharon,Ghost Valley 1T,,,,
Choco Macharon,Kalimari Desert 2R,,,,
Choco Macharon,Koopa Troopa Beach R,,,,
Choco Macharon,Los Angeles Laps 2R,,,,
Choco Macharon,Paris Promenade 2R/T,,,,
Choco Macharon,Paris Promenade 3R/T,,,,
Choco Macharon,RMX Choco Island 1,,,,
Choco Macharon,RMX Choco Island 1T,,,,
Choco Macharon,Sunset Wilds R/T,,,,
Choco Macharon,,,,,Choco Island 2T
Choco Macharon,,,,,Cookie Land
Choco Macharon,,,,,Donut Plains 2R
Choco Macharon,,,,,Ghost Valley 1
Choco Macharon,,,,,Kalimari Desert
Choco Macharon,,,,,Kalimari Desert 2T
Choco Macharon,,,,,Koopa Troopa Beach
Choco Macharon,,,,,Koopa Troopa Beach T
Choco Macharon,,,,,Los Angeles Laps 2R/T
Choco Macharon,,,,,Paris Promenade 2
Choco Macharon,,,,,Paris Promenade 2R
Choco Macharon,,,,,Paris Promenade 3T
Choco Macharon,,,,,RMX Rainbow Road 2
Choco Macharon,,,,,RMX Rainbow Road 2R
Chocolate Banana Crepe,,,,Ghost Valley 1,
Chocolate Banana Crepe,,,Choco Mountain T,,
Chocolate Banana Crepe,,,Kalimari Desert 2R,,
Chocolate Banana Crepe,,Cheep Cheep Lagoon T,,,
Chocolate Banana Crepe,,Choco Island 1,,,
Chocolate Banana Crepe,Cheep Cheep Lagoon R,,,,
Chocolate Banana Crepe,Choco Island 1R,,,,
Chocolate Banana Crepe,Choco Island 1T,,,,
Chocolate Banana Crepe,Choco Mountain,,,,
Chocolate Banana Crepe,Choco Mountain R,,,,
Chocolate Banana Crepe,Cookie Land,,,,
Chocolate Banana Crepe,Ghost Valley 1R,,,,
Chocolate Banana Crepe,Ghost Valley 1T,,,,
Chocolate Banana Crepe,Kalimari Desert 2,,,,
Chocolate Banana Crepe,Kalimari Desert 2T,,,,
Chocolate Banana Crepe,London Loop 2,,,,
Chocolate Banana Crepe,London Loop 2R,,,,
Chocolate Banana Crepe,London Loop 3R/T,,,,
Chocolate Banana Crepe,Los Angeles Laps 2R,,,,
Chocolate Banana Crepe,Maple Treeway T,,,,
Chocolate Banana Crepe,Paris Promenade 3R/T,,,,
Chocolate Banana Crepe,Peach Gardens R/T,,,,
Chocolate Banana Crepe,RMX Donut Plains 1R,,,,
Chocolate Banana Crepe,Sunset Wilds R/T,,,,
Chocolate Banana Crepe,Sydney Sprint,,,,
Chocolate Banana Crepe,Sydney Sprint 2R,,,,
Chocolate Banana Crepe,Vanilla Lake 1,,,,
Chocolate Banana Crepe,Yoshi Circuit,,,,
Chocolate Banana Crepe,Yoshi Circuit R,,,,
Chocolate Banana Crepe,,,,,Baby Park
Chocolate Banana Crepe,,,,,Baby Park R
Chocolate Banana Crepe,,,,,Cheep Cheep Lagoon
Chocolate Banana Crepe,,,,,Cheep Cheep Lagoon T
Chocolate Banana Crepe,,,,,Choco Island 1
Chocolate Banana Crepe,,,,,Choco Mountain T
Chocolate Banana Crepe,,,,,Ghost Valley 1
Chocolate Banana Crepe,,,,,Kalimari Desert 2R
Chocolate Banana Crepe,,,,,London Loop 3T
Chocolate Banana Crepe,,,,,Maple Treeway R
Chocolate Banana Crepe,,,,,RMX Donut Plains 1T
Chocolate Banana Crepe,,,,,RMX Rainbow Road 1R/T
Chocolate Banana Crepe,,,,,Rome Avanti R/T
Chocolate Banana Crepe,,,,,Royal Raceway R
Chocolate Banana Crepe,,,,,Royal Raceway T
Chocolate Banana Crepe,,,,,Singapore Speedway
Chocolate Banana Crepe,,,,,Sydney Sprint R/T
Chocolate Banana Minibus,,,,Koopa Cape R,
Chocolate Banana Minibus,,,Baby Park R,,
Chocolate Banana Minibus,,,Yoshi Valley R,,
Chocolate Banana Minibus,,Donut Plains 2R,,,
Chocolate Banana Minibus,,RMX Vanilla Lake 1T,,,
Chocolate Banana Minibus,3DS Mario Circuit,,,,
Chocolate Banana Minibus,Amsterdam Drift 3,,,,
Chocolate Banana Minibus,Baby Park T,,,,
Chocolate Banana Minibus,Bangkok Rush 2R/T,,,,
Chocolate Banana Minibus,Bangkok Rush 3R/T,,,,
Chocolate Banana Minibus,Cheep-Cheep Island R,,,,
Chocolate Banana Minibus,Choco Island 1R/T,,,,
Chocolate Banana Minibus,Choco Island 2R/T,,,,
Chocolate Banana Minibus,Choco Mountain R,,,,
Chocolate Banana Minibus,Cookie Land,,,,
Chocolate Banana Minibus,Daisy Hills T,,,,
Chocolate Banana Minibus,DK Summit,,,,
Chocolate Banana Minibus,Donut Plains 3R/T,,,,
Chocolate Banana Minibus,Kalimari Desert 2R/T,,,,
Chocolate Banana Minibus,Koopa Cape T,,,,
Chocolate Banana Minibus,London Loop 2,,,,
Chocolate Banana Minibus,Luigi Raceway T,,,,
Chocolate Banana Minibus,Neo Bowser City R,,,,
Chocolate Banana Minibus,New York Minute 3T,,,,
Chocolate Banana Minibus,New York Minute R/T,,,,
Chocolate Banana Minibus,Paris Promenade 2R,,,,
Chocolate Banana Minibus,Paris Promenade R/T,,,,
Chocolate Banana Minibus,RMX Choco Island 1,,,,
Chocolate Banana Minibus,Rome Avanti,,,,
Chocolate Banana Minibus,Sky-High Sundae,,,,
Chocolate Banana Minibus,Sky-High Sundae R,,,,
Chocolate Banana Minibus,Sky-High Sundae T,,,,
Chocolate Banana Minibus,Snow Land R/T,,,,
Chocolate Banana Minibus,Squeaky Clean Sprint T,,,,
Chocolate Banana Minibus,Sydney Sprint 3,,,,
Chocolate Banana Minibus,Sydney Sprint 3T,,,,
Chocolate Banana Minibus,Tokyo Blur 2,,,,
Chocolate Banana Minibus,Vancouver Velocity 3R,,,,
Chocolate Banana Minibus,Vancouver Velocity 3R/T,,,,
Chocolate Banana Minibus,Vanilla Lake 1R/T,,,,
Chocolate Banana Minibus,,,,,Amsterdam Drift 3R
Chocolate Banana Minibus,,,,,Baby Park
Chocolate Banana Minibus,,,,,Baby Park R
Chocolate Banana Minibus,,,,,Bangkok Rush 2T
Chocolate Banana Minibus,,,,,Bangkok Rush 3T
Chocolate Banana Minibus,,,,,Cheep-Cheep Island R/T
Chocolate Banana Minibus,,,,,Cheep-Cheep Island T
Chocolate Banana Minibus,,,,,Choco Island 1R
Chocolate Banana Minibus,,,,,Choco Island 2R
Chocolate Banana Minibus,,,,,Choco Mountain R/T
Chocolate Banana Minibus,,,,,Coconut Mall R/T
Chocolate Banana Minibus,,,,,Daisy Hills
Chocolate Banana Minibus,,,,,Daisy Hills R/T
Chocolate Banana Minibus,,,,,DK Summit R
Chocolate Banana Minibus,,,,,Donut Plains 2R
Chocolate Banana Minibus,,,,,Donut Plains 3
Chocolate Banana Minibus,,,,,DS Mario Circuit R
Chocolate Banana Minibus,,,,,Kalimari Desert 2R
Chocolate Banana Minibus,,,,,Koopa Cape R
Chocolate Banana Minibus,,,,,Koopa Troopa Beach R
Chocolate Banana Minibus,,,,,Koopa Troopa Beach T
Chocolate Banana Minibus,,,,,Luigi Raceway
Chocolate Banana Minibus,,,,,Mario Circuit 1T
Chocolate Banana Minibus,,,,,Mario Circuit 2T
Chocolate Banana Minibus,,,,,Neo Bowser City
Chocolate Banana Minibus,,,,,New York Minute 2R
Chocolate Banana Minibus,,,,,New York Minute 2R/T
Chocolate Banana Minibus,,,,,Paris Promenade
Chocolate Banana Minibus,,,,,Paris Promenade 2
Chocolate Banana Minibus,,,,,Piranha Plant Pipeline T
Chocolate Banana Minibus,,,,,RMX Choco Island 1R
Chocolate Banana Minibus,,,,,RMX Choco Island 2R/T
Chocolate Banana Minibus,,,,,RMX Vanilla Lake 1T
Chocolate Banana Minibus,,,,,Rome Avanti 2
Chocolate Banana Minibus,,,,,Singapore Speedway 3R/T
Chocolate Banana Minibus,,,,,Snow Land
Chocolate Banana Minibus,,,,,Snow Land T
Chocolate Banana Minibus,,,,,Sydney Sprint 2
Chocolate Banana Minibus,,,,,Sydney Sprint 3R
Chocolate Banana Minibus,,,,,Waluigi Stadium T
Chocolate Banana Minibus,,,,,Yoshi Valley R
Chocolate Donut,,,,Maple Treeway T,
Chocolate Donut,,,Royal Raceway,,
Chocolate Donut,,,Royal Raceway T,,
Chocolate Donut,,Choco Island 2R,,,
Chocolate Donut,,Daisy Hills T,,,
Chocolate Donut,Berlin Byways 2,,,,
Chocolate Donut,Choco Island 1,,,,
Chocolate Donut,Choco Island 2T,,,,
Chocolate Donut,Choco Mountain R,,,,
Chocolate Donut,Cookie Land,,,,
Chocolate Donut,Daisy Hills R,,,,
Chocolate Donut,Donut Plains 1,,,,
Chocolate Donut,Donut Plains 1R,,,,
Chocolate Donut,Donut Plains 1R/T,,,,
Chocolate Donut,Donut Plains 2,,,,
Chocolate Donut,Koopa Troopa Beach R,,,,
Chocolate Donut,Koopa Troopa Beach T,,,,
Chocolate Donut,London Loop 3,,,,
Chocolate Donut,London Loop 3T,,,,
Chocolate Donut,Maple Treeway,,,,
Chocolate Donut,Maple Treeway R/T,,,,
Chocolate Donut,Paris Promenade 3T,,,,
Chocolate Donut,RMX Choco Island 1R/T,,,,
Chocolate Donut,Rosalina's Ice World R/T,,,,
Chocolate Donut,Sunset Wilds,,,,
Chocolate Donut,Sunset Wilds R/T,,,,
Chocolate Donut,,,,,Choco Island 1R
Chocolate Donut,,,,,Choco Island 1T
Chocolate Donut,,,,,Choco Island 2R
Chocolate Donut,,,,,Choco Mountain
Chocolate Donut,,,,,Choco Mountain T
Chocolate Donut,,,,,Daisy Hills T
Chocolate Donut,,,,,Donut Plains 1T
Chocolate Donut,,,,,Donut Plains 2R
Chocolate Donut,,,,,Donut Plains 2T
Chocolate Donut,,,,,Kalimari Desert
Chocolate Donut,,,,,London Loop 3R
Chocolate Donut,,,,,Maple Treeway T
Chocolate Donut,,,,,Paris Promenade 2R/T
Chocolate Donut,,,,,Paris Promenade 3
Chocolate Donut,,,,,Paris Promenade 3R/T
Chocolate Donut,,,,,RMX Donut Plains 1R
Chocolate Donut,,,,,Royal Raceway
Chocolate Donut,,,,,Royal Raceway T
Chocolate Donut,,,,,Sunset Wilds T
Chocolate Donut,,,,,Waluigi Stadium R/T
Chocolate Donut,,,,,Wario Shipyard R
Chocolate Mint Soft Swerve,,,,Luigi Circuit R/T,
Chocolate Mint Soft Swerve,,,DK Summit R/T,,
Chocolate Mint Soft Swerve,,,RMX Vanilla Lake 1R/T,,
Chocolate Mint Soft Swerve,,Frappe Snowland,,,
Chocolate Mint Soft Swerve,,Vanilla Lake 1T,,,
Chocolate Mint Soft Swerve,3DS Mario Circuit R,,,,
Chocolate Mint Soft Swerve,Amsterdam Drift 3R/T,,,,
Chocolate Mint Soft Swerve,Baby Park T,,,,
Chocolate Mint Soft Swerve,Berlin Byways 2R,,,,
Chocolate Mint Soft Swerve,Boo Lake R/T,,,,
Chocolate Mint Soft Swerve,Cheep-Cheep Island,,,,
Chocolate Mint Soft Swerve,Cheep-Cheep Island R,,,,
Chocolate Mint Soft Swerve,Cookie Land,,,,
Chocolate Mint Soft Swerve,DK Summit R,,,,
Chocolate Mint Soft Swerve,Koopa Cape,,,,
Chocolate Mint Soft Swerve,Koopa Troopa Beach R,,,,
Chocolate Mint Soft Swerve,London Loop 2R,,,,
Chocolate Mint Soft Swerve,London Loop R,,,,
Chocolate Mint Soft Swerve,Luigi Raceway R/T,,,,
Chocolate Mint Soft Swerve,Luigi's Mansion R,,,,
Chocolate Mint Soft Swerve,Mario Circuit 3,,,,
Chocolate Mint Soft Swerve,Peach Circuit R,,,,
Chocolate Mint Soft Swerve,Peach Gardens R,,,,
Chocolate Mint Soft Swerve,Piranha Plant Cove R/T,,,,
Chocolate Mint Soft Swerve,RMX Donut Plains 1R/T,,,,
Chocolate Mint Soft Swerve,RMX Donut Plains 1T,,,,
Chocolate Mint Soft Swerve,RMX Vanilla Lake 2R/T,,,,
Chocolate Mint Soft Swerve,Rome Avanti 3R,,,,
Chocolate Mint Soft Swerve,Singapore Speedway 3,,,,
Chocolate Mint Soft Swerve,Sky Garden,,,,
Chocolate Mint Soft Swerve,Sky-High Sundae R/T,,,,
Chocolate Mint Soft Swerve,Snow Land R,,,,
Chocolate Mint Soft Swerve,Sydney Sprint 3R/T,,,,
Chocolate Mint Soft Swerve,Tokyo Blur 3R/T,,,,
Chocolate Mint Soft Swerve,Tokyo Blur 4R,,,,
Chocolate Mint Soft Swerve,Tokyo Blur 4T,,,,
Chocolate Mint Soft Swerve,Vancouver Velocity 2,,,,
Chocolate Mint Soft Swerve,Vancouver Velocity 2R/T,,,,
Chocolate Mint Soft Swerve,Vancouver Velocity 3R,,,,
Chocolate Mint Soft Swerve,Vancouver Velocity 3R/T,,,,
Chocolate Mint Soft Swerve,Vanilla Lake 1R,,,,
Chocolate Mint Soft Swerve,,,,,3DS Mario Circuit
Chocolate Mint Soft Swerve,,,,,Baby Park
Chocolate Mint Soft Swerve,,,,,Berlin Byways
Chocolate Mint Soft Swerve,,,,,Berlin Byways 2
Chocolate Mint Soft Swerve,,,,,Boo Lake R
Chocolate Mint Soft Swerve,,,,,DK Summit R/T
Chocolate Mint Soft Swerve,,,,,Donut Plains 1
Chocolate Mint Soft Swerve,,,,,Donut Plains 1R
Chocolate Mint Soft Swerve,,,,,Donut Plains 2T
Chocolate Mint Soft Swerve,,,,,Frappe Snowland
Chocolate Mint Soft Swerve,,,,,Koopa Troopa Beach T
Chocolate Mint Soft Swerve,,,,,London Loop 2T
Chocolate Mint Soft Swerve,,,,,London Loop 3T
Chocolate Mint Soft Swerve,,,,,Los Angeles Laps 2
Chocolate Mint Soft Swerve,,,,,Luigi Circuit R/T
Chocolate Mint Soft Swerve,,,,,Luigi's Mansion R/T
Chocolate Mint Soft Swerve,,,,,Luigi's Mansion T
Chocolate Mint Soft Swerve,,,,,Mario Circuit 3T
Chocolate Mint Soft Swerve,,,,,Peach Circuit
Chocolate Mint Soft Swerve,,,,,Peach Gardens T
Chocolate Mint Soft Swerve,,,,,Piranha Plant Cove 2
Chocolate Mint Soft Swerve,,,,,Piranha Plant Cove R
Chocolate Mint Soft Swerve,,,,,RMX Donut Plains 1R
Chocolate Mint Soft Swerve,,,,,RMX Vanilla Lake 1R/T
Chocolate Mint Soft Swerve,,,,,RMX Vanilla Lake 2
Chocolate Mint Soft Swerve,,,,,Rome Avanti 3R/T
Chocolate Mint Soft Swerve,,,,,Singapore Speedway 3T
Chocolate Mint Soft Swerve,,,,,Sky Garden T
Chocolate Mint Soft Swerve,,,,,Sky-High Sundae T
Chocolate Mint Soft Swerve,,,,,Sydney Sprint 3R
Chocolate Mint Soft Swerve,,,,,Tokyo Blur
Chocolate Mint Soft Swerve,,,,,Tokyo Blur 4
Chocolate Mint Soft Swerve,,,,,Tokyo Blur R/T
Chocolate Mint Soft Swerve,,,,,Vancouver Velocity 2T
Chocolate Mint Soft Swerve,,,,,Vancouver Velocity 3
Chocolate Mint Soft Swerve,,,,,Vancouver Velocity R
Chocolate Mint Soft Swerve,,,,,Vancouver Velocity R/T
Chocolate Mint Soft Swerve,,,,,Vanilla Lake 1T
Chocolate Mint Soft Swerve,,,,,Waluigi Pinball R/T
Chocolate Pretzel,,,,RMX Donut Plains 1T,
Chocolate Pretzel,,,Donut Plains 2R/T,,
Chocolate Pretzel,,,RMX Choco Island 1R/T,,
Chocolate Pretzel,,Choco Mountain R,,,
Chocolate Pretzel,,Donut Plains 1R,,,
Chocolate Pretzel,Amsterdam Drift 2T,,,,
Chocolate Pretzel,Amsterdam Drift 3R/T,,,,
Chocolate Pretzel,Amsterdam Drift R,,,,
Chocolate Pretzel,Athens Dash T,,,,
Chocolate Pretzel,Baby Park R/T,,,,
Chocolate Pretzel,Boo Lake R/T,,,,
Chocolate Pretzel,Boo Lake T,,,,
Chocolate Pretzel,Bowser Castle 3R/T,,,,
Chocolate Pretzel,Cheep Cheep Lagoon,,,,
Chocolate Pretzel,Choco Mountain T,,,,
Chocolate Pretzel,Coconut Mall R/T,,,,
Chocolate Pretzel,Cookie Land,,,,
Chocolate Pretzel,Daisy Hills R,,,,
Chocolate Pretzel,DK Mountain R,,,,
Chocolate Pretzel,DS Mario Circuit R,,,,
Chocolate Pretzel,Lakeside Park R/T,,,,
Chocolate Pretzel,Lakeside Park T,,,,
Chocolate Pretzel,London Loop T,,,,
Chocolate Pretzel,Luigi Raceway R/T,,,,
Chocolate Pretzel,Madrid Drive 2R/T,,,,
Chocolate Pretzel,Madrid Drive 3T,,,,
Chocolate Pretzel,Madrid Drive R/T,,,,
Chocolate Pretzel,Mushroom Bridge T,,,,
Chocolate Pretzel,New York Minute 2R/T,,,,
Chocolate Pretzel,New York Minute R,,,,
Chocolate Pretzel,Paris Promenade,,,,
Chocolate Pretzel,Peach Gardens R,,,,
Chocolate Pretzel,Piranha Plant Pipeline T,,,,
Chocolate Pretzel,RMX Choco Island 1,,,,
Chocolate Pretzel,RMX Donut Plains 1,,,,
Chocolate Pretzel,Rome Avanti 2T,,,,
Chocolate Pretzel,Shy Guy Bazaar,,,,
Chocolate Pretzel,Singapore Speedway 2T,,,,
Chocolate Pretzel,Singapore Speedway 3R/T,,,,
Chocolate Pretzel,Singapore Speedway R,,,,
Chocolate Pretzel,Sky-High Sundae R/T,,,,
Chocolate Pretzel,Snow Land,,,,
Chocolate Pretzel,Snow Land T,,,,
Chocolate Pretzel,Vancouver Velocity 3R,,,,
Chocolate Pretzel,Vancouver Velocity 3R/T,,,,
Chocolate Pretzel,Waluigi Stadium T,,,,
Chocolate Pretzel,Yoshi Valley T,,,,
Chocolate Pretzel,,,,,Amsterdam Drift 2
Chocolate Pretzel,,,,,Amsterdam Drift 3
Chocolate Pretzel,,,,,Athens Dash 2
Chocolate Pretzel,,,,,Battle Course 1
Chocolate Pretzel,,,,,Boo Lake
Chocolate Pretzel,,,,,Bowser Castle 3T
Chocolate Pretzel,,,,,Bowser's Castle 2
Chocolate Pretzel,,,,,Bowser's Castle 4
Chocolate Pretzel,,,,,Cheep Cheep Lagoon T
Chocolate Pretzel,,,,,Choco Mountain R
Chocolate Pretzel,,,,,Daisy Hills R/T
Chocolate Pretzel,,,,,DK Mountain
Chocolate Pretzel,,,,,DK Mountain R/T
Chocolate Pretzel,,,,,Donut Plains 1R
Chocolate Pretzel,,,,,Donut Plains 1R/T
Chocolate Pretzel,,,,,Donut Plains 2R/T
Chocolate Pretzel,,,,,DS Mario Circuit R/T
Chocolate Pretzel,,,,,DS Mario Circuit T
Chocolate Pretzel,,,,,Ghost Valley 1R
Chocolate Pretzel,,,,,Ghost Valley 2R
Chocolate Pretzel,,,,,Lakeside Park R
Chocolate Pretzel,,,,,London Loop R/T
Chocolate Pretzel,,,,,Madrid Drive 3R
Chocolate Pretzel,,,,,Madrid Drive R
Chocolate Pretzel,,,,,Mushroom Bridge
Chocolate Pretzel,,,,,Mushroom Gorge R/T
Chocolate Pretzel,,,,,New York Minute 2
Chocolate Pretzel,,,,,New York Minute 2T
Chocolate Pretzel,,,,,Ninja Hideaway R/T
Chocolate Pretzel,,,,,Paris Promenade 3R
Chocolate Pretzel,,,,,Paris Promenade R/T
Chocolate Pretzel,,,,,Peach Circuit R
Chocolate Pretzel,,,,,Peach Gardens R/T
Chocolate Pretzel,,,,,Piranha Plant Cove 2R/T
Chocolate Pretzel,,,,,Piranha Plant Cove 2T
Chocolate Pretzel,,,,,Piranha Plant Cove 3
Chocolate Pretzel,,,,,Piranha Plant Pipeline R
Chocolate Pretzel,,,,,RMX Choco Island 1R/T
Chocolate Pretzel,,,,,RMX Choco Island 2R/T
Chocolate Pretzel,,,,,RMX Donut Plains 1T
Chocolate Pretzel,,,,,Shy Guy Bazaar T
Chocolate Pretzel,,,,,Singapore Speedway 3R
Chocolate Pretzel,,,,,Singapore Speedway 3T
Chocolate Pretzel,,,,,Singapore Speedway R/T
Chocolate Pretzel,,,,,Sky-High Sundae T
Chocolate Pretzel,,,,,Snow Land R/T
Chocolate Pretzel,,,,,Vancouver Velocity 3
Chocolate Pretzel,,,,,Waluigi Stadium
Chocolate Pretzel,,,,,Yoshi Valley R
Chocolate Pretzel,,,,,Yoshi's Island R
Chrome DK Jumbo,,,Rock Rock Mountain R,,
Chrome DK Jumbo,,Frappe Snowland R/T,,,
Chrome DK Jumbo,Dino Dino Jungle R/T,,,,
Chrome DK Jumbo,Dino Dino Jungle T,,,,
Chrome DK Jumbo,DK Pass T,,,,
Chrome DK Jumbo,Kalimari Desert R,,,,
Chrome DK Jumbo,New York Minute B,,,,
Chrome DK Jumbo,RMX Mario Circuit 1R,,,,
Chrome DK Jumbo,Tokyo Blur R/T,,,,
Chrome DK Jumbo,Vanilla Lake 1R,,,,
Chrome DK Jumbo,,,,,Bowser's Castle 1R
Chrome DK Jumbo,,,,,Daisy Hills R
Chrome DK Jumbo,,,,,DK Pass R/T
Chrome DK Jumbo,,,,,Frappe Snowland R/T
Chrome DK Jumbo,,,,,Ghost Valley 1R/T
Chrome DK Jumbo,,,,,Kalimari Desert
Chrome DK Jumbo,,,,,Kalimari Desert T
Chrome DK Jumbo,,,,,Paris Promenade R
Chrome DK Jumbo,,,,,Peach Gardens R
Chrome DK Jumbo,,,,,Rock Rock Mountain R
Chrome DK Jumbo,,,,,Tokyo Blur R
Chrome DK Jumbo,,,,,Tokyo Blur T
Circuit Special,,,,RMX Mario Circuit 1R/T,
Circuit Special,,,3DS Mario Circuit R,,
Circuit Special,,,Yoshi Circuit R,,
Circuit Special,,Mario Circuit 1R,,,
Circuit Special,,Waluigi Pinball R,,,
Circuit Special,3DS Mario Circuit,,,,
Circuit Special,Battle Course 1,,,,
Circuit Special,Madrid Drive 3R,,,,
Circuit Special,Mario Circuit 1T,,,,
Circuit Special,Mario Circuit 2,,,,
Circuit Special,Mario Circuit 2T,,,,
Circuit Special,Mario Circuit 3R,,,,
Circuit Special,Toad Circuit R,,,,
Circuit Special,Vancouver Velocity T,,,,
Circuit Special,Waluigi Pinball T,,,,
Circuit Special,Yoshi Circuit T,,,,
Circuit Special,,,,,3DS Mario Circuit R
Circuit Special,,,,,Daisy Cruiser R
Circuit Special,,,,,Madrid Drive 3R/T
Circuit Special,,,,,Mario Circuit 1R
Circuit Special,,,,,Mario Circuit 2R
Circuit Special,,,,,Piranha Plant Slide
Circuit Special,,,,,RMX Mario Circuit 1R/T
Circuit Special,,,,,Singapore Speedway 2
Circuit Special,,,,,Squeaky Clean Sprint T
Circuit Special,,,,,Toad Circuit
Circuit Special,,,,,Tokyo Blur R
Circuit Special,,,,,Vancouver Velocity
Circuit Special,,,,,Waluigi Pinball R
Circuit Special,,,,,Yoshi Circuit R
Clackety Kart,,,,Sunset Wilds T,
Clackety Kart,,,Ghost Valley 1R/T,,
Clackety Kart,,,Royal Raceway T,,
Clackety Kart,,Choco Island 1R,,,
Clackety Kart,,Rock Rock Mountain,,,
Clackety Kart,Choco Island 1T,,,,
Clackety Kart,Choco Island 2R,,,,
Clackety Kart,Choco Mountain R,,,,
Clackety Kart,Choco Mountain T,,,,
Clackety Kart,Frappe Snowland R/T,,,,
Clackety Kart,Kalimari Desert 2R/T,,,,
Clackety Kart,Kalimari Desert R,,,,
Clackety Kart,Mushroom Gorge T,,,,
Clackety Kart,RMX Ghost Valley 1T,,,,
Clackety Kart,Rock Rock Mountain R,,,,
Clackety Kart,Rock Rock Mountain T,,,,
Clackety Kart,Royal Raceway,,,,
Clackety Kart,Sunset Wilds R,,,,
Clackety Kart,Sydney Sprint R/T,,,,
Clackety Kart,Sydney Sprint T,,,,
Clackety Kart,,,,,Bowser's Castle R/T
Clackety Kart,,,,,Choco Island 1R
Clackety Kart,,,,,Choco Island 2T
Clackety Kart,,,,,Choco Mountain
Clackety Kart,,,,,Ghost Valley 1R/T
Clackety Kart,,,,,Koopa Troopa Beach
Clackety Kart,,,,,Madrid Drive 2R
Clackety Kart,,,,,Maple Treeway
Clackety Kart,,,,,Mario Circuit 1R
Clackety Kart,,,,,Mushroom Gorge R
Clackety Kart,,,,,Piranha Plant Cove R/T
Clackety Kart,,,,,RMX Ghost Valley 1R/T
Clackety Kart,,,,,Rock Rock Mountain
Clackety Kart,,,,,Royal Raceway T
Clackety Kart,,,,,Sunset Wilds
Clackety Kart,,,,,Sunset Wilds T
Clackety Kart,,,,,Sydney Sprint 3
Clackety Kart,,,,,Sydney Sprint 3T
Clanky Kart,,,,Daisy Hills T,
Clanky Kart,,,Airship Fortress T,,
Clanky Kart,,,Koopa Troopa Beach 2R,,
Clanky Kart,,Daisy Hills R/T,,,
Clanky Kart,,Shy Guy Bazaar R/T,,,
Clanky Kart,Choco Mountain,,,,
Clanky Kart,Dino Dino Jungle R/T,,,,
Clanky Kart,Ghost Valley 1R/T,,,,
Clanky Kart,Koopa Troopa Beach 2T,,,,
Clanky Kart,Mario Circuit 1T,,,,
Clanky Kart,Mario Circuit 3R,,,,
Clanky Kart,Merry Mountain T,,,,
Clanky Kart,Piranha Plant Cove 2R,,,,
Clanky Kart,RMX Rainbow Road 1R/T,,,,
Clanky Kart,Singapore Speedway 2,,,,
Clanky Kart,Sunset Wilds T,,,,
Clanky Kart,Toad Circuit R/T,,,,
Clanky Kart,Toad Circuit T,,,,
Clanky Kart,Twilight House,,,,
Clanky Kart,Waluigi Pinball T,,,,
Clanky Kart,,,,,3DS Rainbow Road T
Clanky Kart,,,,,Airship Fortress R
Clanky Kart,,,,,Airship Fortress T
Clanky Kart,,,,,Athens Dash 3R/T
Clanky Kart,,,,,Choco Mountain T
Clanky Kart,,,,,Daisy Cruiser R
Clanky Kart,,,,,Daisy Cruiser T
Clanky Kart,,,,,Daisy Hills R/T
Clanky Kart,,,,,Daisy Hills T
Clanky Kart,,,,,Kalimari Desert R/T
Clanky Kart,,,,,Koopa Troopa Beach 2R
Clanky Kart,,,,,Madrid Drive R/T
